epoch,step,train_loss
83,251,0.001644257688894868
84,253,0.007763965521007776
85,255,0.0024327130522578955
85,257,0.006923835724592209
86,259,0.0017917780205607414
87,261,0.0029807663522660732
87,263,0.010590704157948494
88,265,0.005319095682352781
89,267,0.005902081727981567
89,269,0.006080585066229105
90,271,0.00442874850705266
91,273,0.005915820598602295
91,275,0.004957031924277544
92,277,0.006523162126541138
93,279,0.0031883753836154938
93,281,0.0025909661781042814
94,283,0.0069700744934380054
95,285,0.003544474486261606
95,287,0.008273236453533173
96,289,0.005424119997769594
97,291,0.0029047811403870583
97,293,0.004851929377764463
98,295,0.0031297695823013783
99,297,0.0049898079596459866
99,299,0.006663979962468147
100,301,0.004092781338840723
101,303,0.0033492189832031727
101,305,0.001361359958536923
102,307,0.0019053826108574867
103,309,0.00472330441698432
103,311,0.00168229965493083
104,313,0.006271039135754108
105,315,0.00424607191234827
105,317,0.004690875299274921
106,319,0.007190910167992115
107,321,0.0015088221989572048
107,323,0.008004543371498585
108,325,0.004604879766702652
109,327,0.0052474550902843475
109,329,0.001123161637224257
110,331,0.0037673551123589277
111,333,0.004427680745720863
111,335,0.0022261468693614006
112,337,0.002608254784718156
113,339,0.001892126863822341
113,341,0.0068755121901631355
114,343,0.0034808777272701263
115,345,0.004628501832485199
115,347,0.0014638486318290234
116,349,0.004977939650416374
117,351,0.0021399050019681454
117,353,0.007147187367081642
118,355,0.002236121566966176
119,357,0.002605911809951067
119,359,0.0028252743650227785
120,361,0.0020049752201884985
121,363,0.003471590578556061
121,365,0.00748111866414547
122,367,0.006144431419670582
123,369,0.0019009720999747515
123,371,0.008631715551018715
124,373,0.0063985297456383705
125,375,0.002763148630037904
125,377,0.008618621155619621
126,379,0.003655796404927969
127,381,0.0018416116945445538
127,383,0.009377595037221909
128,385,0.004139959812164307
129,387,0.0035281963646411896
129,389,0.0016124353278428316
130,391,0.0028196871280670166
131,393,0.002010707277804613
131,395,0.0046441457234323025
132,397,0.004110278096050024
133,399,0.003968716599047184
133,401,0.0013304129242897034
134,403,0.004059711005538702
135,405,0.002574299229308963
135,407,0.005852085538208485
136,409,0.0030059071723371744
137,411,0.005011390428990126
137,413,0.0010791306849569082
138,415,0.0034287022426724434
139,417,0.001916237873956561
139,419,0.0015211326535791159
140,421,0.0027752218302339315
141,423,0.002947815228253603
141,425,0.0013265712186694145
142,427,0.0048086862079799175
143,429,0.0036902667488902807
143,431,0.0015867960173636675
144,433,0.0018028791528195143
145,435,0.0039035771042108536
145,437,0.001687753712758422
146,439,0.0016866435762494802
147,441,0.0032324190251529217
147,443,0.0009050600929185748
148,445,0.003959309309720993
149,447,0.005217095371335745
149,449,0.0017461376264691353
150,451,0.004741511773318052
151,453,0.004633385222405195
151,455,0.0032506254501640797
152,457,0.0019217792432755232
153,459,0.0017426047706976533
153,461,0.0014940531691536307
154,463,0.004163625184446573
155,465,0.00580950640141964
155,467,0.0015749208396300673
156,469,0.0022323934826999903
157,471,0.0029607522301375866
157,473,0.005444745533168316
158,475,0.001557129668071866
159,477,0.003756652120500803
159,479,0.005264788866043091
160,481,0.002480831928551197
161,483,0.0011823720997199416
161,485,0.002870622556656599
162,487,0.0021720528602600098
163,489,0.0017739147879183292
163,491,0.0037306167650967836
164,493,0.004117865115404129
165,495,0.0026637548580765724
165,497,0.002545207506045699
166,499,0.004094606265425682
167,501,0.001520460587926209
167,503,0.0019588777795434
168,505,0.004371297545731068
169,507,0.0027743298560380936
169,509,0.0013131304876878858
170,511,0.0017163907177746296
171,513,0.0029123956337571144
171,515,0.0007024002261459827
172,517,0.0019271827768534422
173,519,0.004727106541395187
173,521,0.0015897791599854827
174,523,0.0016491812421008945
175,525,0.004444774705916643
175,527,0.002867648843675852
176,529,0.0012554777786135674
177,531,0.0020466777496039867
177,533,0.0017896192148327827
178,535,0.0023643451277166605
179,537,0.0009466258925385773
179,539,0.003246026113629341
180,541,0.0014928686432540417
181,543,0.002519457135349512
181,545,0.0017309044487774372
182,547,0.0036583247128874063
183,549,0.001425248570740223
183,551,0.0012683956883847713
184,553,0.004664320964366198
185,555,0.003482792293652892
185,557,0.0017937672091647983
186,559,0.002823099959641695
187,561,0.004131975583732128
187,563,0.0008792266016826034
188,565,0.004213635344058275
189,567,0.0013047950342297554
189,569,0.005003699101507664
190,571,0.0023654932156205177
191,573,0.0018812702037394047
191,575,0.0021779921371489763
192,577,0.002350118011236191
193,579,0.002580011496320367
193,581,0.0014035343192517757
194,583,0.001047022407874465
195,585,0.0013753839302808046
195,587,0.0026432035956531763
196,589,0.004076911136507988
197,591,0.001934404717758298
197,593,0.00534073868766427
198,595,0.001910973573103547
199,597,0.0033294495660811663
199,599,0.0035719850566238165
200,601,0.0037826024927198887
201,603,0.0009664662065915763
201,605,0.0022491668350994587
202,607,0.0019195249769836664
203,609,0.0023210071958601475
203,611,0.005264338571578264
204,613,0.004119533114135265
205,615,0.0021660374477505684
205,617,0.0013919101329520345
206,619,0.004453272558748722
207,621,0.00111067621037364
207,623,0.0013006043154746294
208,625,0.0012295747874304652
209,627,0.00283109862357378
209,629,0.0012627848191186786
210,631,0.003727404400706291
211,633,0.001588198821991682
211,635,0.0013238787651062012
212,637,0.0011576155666261911
213,639,0.003650062717497349
213,641,0.001470161136239767
214,643,0.0015892009250819683
215,645,0.001290603308007121
215,647,0.0030525089241564274
216,649,0.004212952684611082
217,651,0.0022540900390595198
217,653,0.0009667085250839591
218,655,0.0021009990014135838
219,657,0.0036125462502241135
219,659,0.0029481875244528055
220,661,0.0016011092811822891
221,663,0.0014358932385221124
221,665,0.004204791039228439
222,667,0.002520366106182337
223,669,0.001401911024004221
223,671,0.005319015122950077
224,673,0.0019382261671125889
225,675,0.0013495716266334057
225,677,0.0006579652545042336
226,679,0.004372945986688137
227,681,0.002007109811529517
227,683,0.0027798586525022984
228,685,0.0039032644126564264
229,687,0.004149948712438345
229,689,0.0020615612156689167
230,691,0.001693402766250074
231,693,0.0030796974897384644
231,695,0.003166159614920616
232,697,0.001158214290626347
233,699,0.004278101027011871
233,701,0.0008263364434242249
234,703,0.0011778236366808414
235,705,0.004683707840740681
235,707,0.0011173707898706198
236,709,0.0013428000966086984
237,711,0.0014754838775843382
237,713,0.0018869857303798199
238,715,0.002178018447011709
239,717,0.0042512426152825356
239,719,0.0019023438217118382
240,721,0.0012857546098530293
241,723,0.003874977119266987
241,725,0.0019543685484677553
242,727,0.0014204249018803239
243,729,0.001618189038708806
243,731,0.0017927049193531275
244,733,0.003299456788226962
245,735,0.004877385217696428
245,737,0.0006116486038081348
246,739,0.0018560190219432116
247,741,0.004271809011697769
247,743,0.0010204091668128967
248,745,0.0017799659399315715
249,747,0.0011764760129153728
249,749,0.0008996992837637663
250,751,0.0038213678635656834
251,753,0.0009223704691976309
251,755,0.005986695643514395
252,757,0.0019406236242502928
253,759,0.0016285262536257505
253,761,0.002179147209972143
254,763,0.0038077228236943483
255,765,0.0034456870052963495
255,767,0.0010991970775648952
256,769,0.0013828951632604003
257,771,0.004059122409671545
257,773,0.0009121946641243994
258,775,0.0019432301633059978
259,777,0.0019026626832783222
259,779,0.0015094466507434845
260,781,0.0010675904341042042
261,783,0.00216446490958333
261,785,0.002563502872362733
262,787,0.0013838585000485182
263,789,0.0016525894170626998
263,791,0.006161539815366268
264,793,0.001597538823261857
265,795,0.0012243814999237657
265,797,0.004934448283165693
266,799,0.0032600301783531904
267,801,0.003229329828172922
267,803,0.0032407380640506744
268,805,0.001008222228847444
269,807,0.004525645636022091
269,809,0.0010740754660218954
270,811,0.001245209714397788
271,813,0.0016792970709502697
271,815,0.005192050710320473
272,817,0.0036608753725886345
273,819,0.0014427410205826163
273,821,0.0008085610461421311
274,823,0.0034799964632838964
275,825,0.00146939093247056
275,827,0.0013503432273864746
276,829,0.001061763963662088
277,831,0.0020238212309777737
277,833,0.0008930065669119358
278,835,0.0038922601379454136
279,837,0.002347063273191452
279,839,0.006107739172875881
280,841,0.0036099606659263372
281,843,0.0016519426135346293
281,845,0.0015687320847064257
282,847,0.0015271884622052312
283,849,0.0016692127101123333
283,851,0.003382176160812378
284,853,0.0020017437636852264
285,855,0.002161237644031644
285,857,0.0050611430779099464
286,859,0.0017653841059654951
287,861,0.0034469065722078085
287,863,0.0008221647585742176
288,865,0.0030346571002155542
289,867,0.0010444463696330786
289,869,0.006189795210957527
290,871,0.0012067201314494014
291,873,0.000920256192330271
291,875,0.00460545439273119
292,877,0.003995902370661497
293,879,0.004106113687157631
293,881,0.002431347034871578
294,883,0.0018063845345750451
295,885,0.004038909450173378
295,887,0.0007032116991467774
296,889,0.0012766211293637753
297,891,0.0033448413014411926
297,893,0.0012441298458725214
298,895,0.0020746716763824224
299,897,0.0011852114694193006
299,899,0.002437624614685774
300,901,0.004489435814321041
301,903,0.003060773480683565
301,905,0.002008479554206133
302,907,0.0016297464026138186
303,909,0.0038418276235461235
303,911,0.0008140134741552174
304,913,0.0027296869084239006
305,915,0.0038902247324585915
305,917,0.0015299711376428604
306,919,0.0017620280850678682
307,921,0.0038267949130386114
307,923,0.0011677606962621212
308,925,0.0022537552285939455
309,927,0.0038908596616238356
309,929,0.0015871233772486448
310,931,0.003891530679538846
311,933,0.004052379168570042
311,935,0.0012934260303154588
312,937,0.001000547083094716
313,939,0.0012006178731098771
313,941,0.0021131092216819525
314,943,0.0038574007339775562
315,945,0.0033916744869202375
315,947,0.000627742672804743
316,949,0.004352922085672617
317,951,0.0029851936269551516
317,953,0.0042899250984191895
318,955,0.0045275380834937096
319,957,0.003673736471682787
319,959,0.0019608077127486467
320,961,0.00344401434995234
321,963,0.0010572877945378423
321,965,0.006729071028530598
322,967,0.001061934744939208
323,969,0.0008314679143950343
323,971,0.0016879932954907417
324,973,0.0016869064420461655
325,975,0.003983474802225828
325,977,0.0008289261604659259
326,979,0.00433048140257597
327,981,0.001293001463636756
327,983,0.0012459189165383577
328,985,0.001079576788470149
329,987,0.0027923656161874533
329,989,0.001751069212332368
330,991,0.003974265418946743
331,993,0.0037913848645985126
331,995,0.000704124104231596
332,997,0.0037718757521361113
333,999,0.001235429779626429
333,1001,0.0016384166665375233
334,1003,0.003924154676496983
335,1005,0.0014665572671219707
335,1007,0.0006954618729650974
336,1009,0.0007597965304739773
337,1011,0.0033348139841109514
337,1013,0.0023906673304736614
338,1015,0.0011652510147541761
339,1017,0.003946196287870407
339,1019,0.001696707564406097
340,1021,0.0011824002722278237
341,1023,0.001121067674830556
341,1025,0.006248154677450657
342,1027,0.0008165185572579503
343,1029,0.0009294228511862457
343,1031,0.006386199034750462
344,1033,0.001560800475999713
345,1035,0.002295680344104767
345,1037,0.0058653708547353745
346,1039,0.0034010496456176043
347,1041,0.0045099928975105286
347,1043,0.000845262547954917
348,1045,0.0029314281418919563
349,1047,0.0016459149774163961
349,1049,0.0016270441701635718
350,1051,0.0017981338314712048
351,1053,0.0022187125869095325
351,1055,0.0061558568850159645
352,1057,0.0029070619493722916
353,1059,0.0012972920667380095
353,1061,0.006166669074445963
354,1063,0.0019814337138086557
355,1065,0.003591392654925585
355,1067,0.0013571130111813545
356,1069,0.0009513329132460058
357,1071,0.0031798030249774456
357,1073,0.001970923040062189
358,1075,0.0018116987776011229
359,1077,0.004420385230332613
359,1079,0.000601111154537648
360,1081,0.0017568767070770264
361,1083,0.0014485293067991734
361,1085,0.005436079576611519
362,1087,0.003398388857021928
363,1089,0.0013342126039788127
363,1091,0.0013336362317204475
364,1093,0.0036514978855848312
365,1095,0.0029452003072947264
365,1097,0.0023383465595543385
366,1099,0.0030557038262486458
367,1101,0.0013361780438572168
367,1103,0.002097334712743759
368,1105,0.0016708264593034983
369,1107,0.002708220388740301
369,1109,0.0011265554931014776
370,1111,0.00122896209359169
371,1113,0.001480769831687212
371,1115,0.004380923230201006
372,1117,0.0007973731844685972
373,1119,0.001307355472818017
373,1121,0.0008431411115452647
374,1123,0.0010554416803643107
375,1125,0.0017380851786583662
375,1127,0.0017581749707460403
376,1129,0.0035050527658313513
377,1131,0.0010589791927486658
377,1133,0.0015517165884375572
378,1135,0.001244951388798654
379,1137,0.003033248707652092
379,1139,0.0012904505711048841
380,1141,0.0018909226637333632
381,1143,0.003177451901137829
381,1145,0.0017076586373150349
382,1147,0.0017386453691869974
383,1149,0.0011721422197297215
383,1151,0.00463118776679039
384,1153,0.002945643849670887
385,1155,0.0034998299088329077
385,1157,0.0005128148477524519
386,1159,0.0014513249043375254
387,1161,0.0007038346957415342
387,1163,0.002292898017913103
388,1165,0.0032441895455121994
389,1167,0.002899447688832879
389,1169,0.0019463449716567993
390,1171,0.0028396588750183582
391,1173,0.0009996941080316901
391,1175,0.001422237721271813
392,1177,0.0016345006879419088
393,1179,0.001310120103880763
393,1181,0.0054939729161560535
394,1183,0.001210198039188981
395,1185,0.0037062179762870073
395,1187,0.0007361189927905798
396,1189,0.0016565504483878613
397,1191,0.0014071222394704819
397,1193,0.0017854651669040322
398,1195,0.001167450798675418
399,1197,0.0013568438589572906
399,1199,0.0004835144500248134
400,1201,0.0016152202151715755
401,1203,0.0019993700552731752
401,1205,0.0007395254215225577
402,1207,0.0008776956819929183
403,1209,0.0035152118653059006
403,1211,0.0006975879659876227
404,1213,0.0014765799278393388
405,1215,0.0011675767600536346
405,1217,0.0029851989820599556
406,1219,0.003512342693284154
407,1221,0.0016303035663440824
407,1223,0.0002557284606155008
408,1225,0.0040004439651966095
409,1227,0.0006327644223347306
409,1229,0.006088306196033955
410,1231,0.003032098989933729
411,1233,0.0011222586035728455
411,1235,0.0007308927597478032
412,1237,0.0011956061935052276
413,1239,0.003266156418249011
413,1241,0.0016492579597979784
414,1243,0.0010088278213515878
415,1245,0.003271574154496193
415,1247,0.0008126984466798604
416,1249,0.002416471717879176
417,1251,0.004162503406405449
417,1253,0.0007687662146054208
418,1255,0.00231354171410203
419,1257,0.0011534893419593573
419,1259,0.006094005424529314
420,1261,0.0014323899522423744
421,1263,0.0027793734334409237
421,1265,0.0019384371116757393
422,1267,0.002947013359516859
423,1269,0.0013408809900283813
423,1271,0.0005563521408475935
424,1273,0.0009165082010440528
425,1275,0.0019864612258970737
425,1277,0.0005944722797721624
426,1279,0.002645579632371664
427,1281,0.0014299594331532717
427,1283,0.0010348630603402853
428,1285,0.0005386473494581878
429,1287,0.003770583076402545
429,1289,0.0012450780486688018
430,1291,0.001456609577871859
431,1293,0.002939673839136958
431,1295,0.0018100874731317163
432,1297,0.0014009996084496379
433,1299,0.0032101627439260483
433,1301,0.0006666858680546284
434,1303,0.00192433746997267
435,1305,0.000708623556420207
435,1307,0.0020522489212453365
436,1309,0.002740147290751338
437,1311,0.0018235835013911128
437,1313,0.0015975390560925007
438,1315,0.0008724526269361377
439,1317,0.0011141614522784948
439,1319,0.007344213780015707
440,1321,0.0012545257341116667
441,1323,0.0014933819184079766
441,1325,0.0019141884986311197
442,1327,0.001363168004900217
443,1329,0.003229342633858323
443,1331,0.0024912143126130104
444,1333,0.0028966718818992376
445,1335,0.0006512474501505494
445,1337,0.006171231158077717
446,1339,0.0017490271711722016
447,1341,0.0021996749565005302
447,1343,0.0012944358168169856
448,1345,0.0036477104295045137
449,1347,0.0016407785005867481
449,1349,0.0008533803629688919
450,1351,0.0012124456698074937
451,1353,0.0007620161632075906
451,1355,0.00547613762319088
452,1357,0.0027504432946443558
453,1359,0.0014443849213421345
453,1361,0.0049063232727348804
454,1363,0.0008324953378178179
455,1365,0.0005825989646837115
455,1367,0.002094309078529477
456,1369,0.0019272799836471677
457,1371,0.0005755447782576084
457,1373,0.0068046473897993565
458,1375,0.003419468877837062
459,1377,0.0032762105111032724
459,1379,0.0008216147543862462
460,1381,0.0032770975958555937
461,1383,0.000585899397265166
461,1385,0.0015395281370729208
462,1387,0.003177720122039318
463,1389,0.0005137649131938815
463,1391,0.007826357148587704
464,1393,0.0035411680582910776
465,1395,0.003220591228455305
465,1397,0.0018868171609938145
466,1399,0.0030035716481506824
467,1401,0.0009452850790694356
467,1403,0.004562100861221552
468,1405,0.003317387541756034
469,1407,0.0012216775212436914
469,1409,0.0008201064774766564
470,1411,0.001367175136692822
471,1413,0.0028417175635695457
471,1415,0.0019656356889754534
472,1417,0.0028614099137485027
473,1419,0.004117132630199194
473,1421,0.0005525097367353737
474,1423,0.0009003829909488559
475,1425,0.0012717853533104062
475,1427,0.0006173364818096161
476,1429,0.0013693044893443584
477,1431,0.003175493096932769
477,1433,0.000949862296693027
478,1435,0.0038155079819262028
479,1437,0.00184912933036685
479,1439,0.0006901806918904185
480,1441,0.0010338559513911605
481,1443,0.003158766310662031
481,1445,0.0012625000672414899
482,1447,0.0012895367108285427
483,1449,0.00045867881271988153
483,1451,0.0021176286973059177
484,1453,0.0007065007812343538
485,1455,0.0013264385052025318
485,1457,0.001700974884442985
486,1459,0.0006116810836829245
487,1461,0.0032463143579661846
487,1463,0.0009716556523926556
488,1465,0.003091726452112198
489,1467,0.0034586454275995493
489,1469,0.0011966521851718426
490,1471,0.003566439263522625
491,1473,0.0014342133654281497
491,1475,0.001478153862990439
492,1477,0.0013178898952901363
493,1479,0.0008900088723748922
493,1481,0.0048076496459543705
494,1483,0.002520499052479863
495,1485,0.003106434131041169
495,1487,0.000936425116378814
496,1489,0.003149784170091152
497,1491,0.0008641707245260477
497,1493,0.000753599451854825
498,1495,0.000874203396961093
499,1497,0.003308128332719207
499,1499,0.0016305850585922599
